State,District,Crop,Season,Area_ha,Annual_Rainfall_mm,Temperature_C,Soil_pH,Fertilizer_kg_per_ha,Pesticide_kg_per_ha,Yield_ton_per_ha
Tamil Nadu,Madurai,Chickpea,Rabi,117.05,1006.0,31.5,6.39,157.8,11.67,3.788
Andhra Pradesh,Guntur,Mustard,Rabi,278.41,980.5,29.3,6.23,57.5,1.6,3.646
Uttar Pradesh,Kanpur,Maize,Kharif,200.72,756.3,27.0,6.76,180.3,2.09,9.126
Odisha,Cuttack,Rice,Kharif,127.09,1463.5,27.1,5.79,103.3,2.73,10.767
Gujarat,Rajkot,Soybean,Kharif,10.93,893.1,39.0,7.69,134.2,0.31,4.92
Tamil Nadu,Coimbatore,Maize,Kharif,211.78,1302.4,29.2,6.31,187.2,2.02,10.896
Karnataka,Raichur,Maize,Kharif,340.54,499.0,27.1,5.99,147.6,7.42,7.464
Bihar,Patna,Barley,Rabi,318.32,1236.6,28.5,5.63,151.0,9.2,7.32
Karnataka,Raichur,Wheat,Rabi,61.81,763.5,29.3,7.08,143.4,1.92,7.453
Haryana,Karnal,Maize,Kharif,41.93,457.7,23.6,7.22,213.8,1.38,8.722
Punjab,Patiala,Sugarcane,Whole Year,139.0,691.3,24.9,7.55,183.0,0.21,13.0
Tamil Nadu,Thanjavur,Sugarcane,Whole Year,735.14,924.2,25.3,6.61,173.1,0.67,13.0
Gujarat,Ahmedabad,Rice,Kharif,58.26,908.1,23.3,6.96,57.7,5.95,7.852
Haryana,Rohtak,Groundnut,Kharif,8.33,484.2,18.9,7.34,159.1,9.37,5.17
West Bengal,Murshidabad,Rice,Kharif,228.38,1333.8,29.2,6.19,146.7,8.36,11.114
Karnataka,Raichur,Sugarcane,Whole Year,134.97,805.3,19.0,6.32,73.4,1.61,12.251
Assam,Kamrup,Groundnut,Kharif,38.03,2047.4,16.2,5.61,57.4,1.59,5.647
Assam,Nagaon,Chickpea,Rabi,125.79,2195.7,27.3,5.3,96.0,1.51,3.749
Haryana,Karnal,Mustard,Rabi,216.85,497.0,19.6,7.51,195.6,8.02,5.154
Tamil Nadu,Coimbatore,Chickpea,Rabi,131.28,905.4,34.1,6.49,176.5,2.13,3.459
Uttar Pradesh,Agra,Barley,Rabi,160.4,901.1,13.9,6.32,121.5,3.75,6.57
Assam,Jorhat,Maize,Kharif,0.37,2237.7,30.0,6.6,57.0,6.41,8.475
Assam,Kamrup,Maize,Kharif,53.48,2159.2,25.4,5.28,70.1,2.29,8.786
Andhra Pradesh,Krishna,Cotton,Kharif,22.54,602.6,25.3,6.77,132.4,1.66,4.213
Maharashtra,Nashik,Barley,Rabi,51.8,675.3,30.6,6.55,143.7,3.95,6.049
Tamil Nadu,Coimbatore,Maize,Kharif,164.99,845.6,26.6,6.27,174.3,0.25,9.321
Jharkhand,Ranchi,Mustard,Rabi,383.8,1081.6,22.0,5.0,70.6,1.4,4.199
Rajasthan,Jodhpur,Soybean,Kharif,158.38,448.3,20.6,7.74,112.4,5.97,4.099
Odisha,Cuttack,Sugarcane,Whole Year,477.34,1105.1,24.5,6.27,93.7,0.3,13.0
Bihar,Patna,Mustard,Rabi,20.18,948.1,23.6,7.09,129.9,7.3,5.786
Uttar Pradesh,Agra,Chickpea,Rabi,206.57,901.6,19.1,7.37,126.9,2.97,3.868
Bihar,Muzaffarpur,Soybean,Kharif,198.64,1286.1,27.6,7.05,131.0,18.0,6.997
Punjab,Patiala,Chickpea,Rabi,27.58,510.2,24.4,7.36,147.4,4.5,3.231
Odisha,Cuttack,Rice,Kharif,984.64,1477.1,29.4,5.31,105.6,2.71,10.757
Bihar,Patna,Soybean,Kharif,297.81,996.9,29.8,6.47,118.0,1.13,5.841
Uttar Pradesh,Kanpur,Groundnut,Kharif,343.92,844.8,20.0,7.17,218.7,0.83,6.38
West Bengal,Nadia,Maize,Kharif,582.22,1630.5,27.2,6.01,106.6,0.1,9.959
West Bengal,Burdwan,Cotton,Kharif,185.91,1481.2,31.5,6.7,163.6,2.76,6.811
Uttar Pradesh,Agra,Cotton,Kharif,303.72,1080.0,23.1,7.57,181.0,2.6,5.868
Maharashtra,Nashik,Wheat,Rabi,334.8,1051.0,37.1,6.94,174.7,2.24,8.712
West Bengal,Burdwan,Sugarcane,Whole Year,142.92,1652.2,28.4,4.97,132.0,3.26,13.0
Tamil Nadu,Thanjavur,Groundnut,Kharif,308.15,921.2,31.1,7.01,186.5,7.27,6.862
Tamil Nadu,Thanjavur,Maize,Kharif,135.5,1347.9,29.7,7.02,142.0,0.1,9.665
Punjab,Ludhiana,Groundnut,Kharif,413.23,661.8,19.3,7.76,110.6,5.82,5.287
Rajasthan,Bikaner,Soybean,Kharif,158.69,296.0,16.4,7.81,79.4,9.14,3.46
Bihar,Patna,Soybean,Kharif,346.28,699.0,24.8,6.97,157.6,0.91,5.878
Andhra Pradesh,Guntur,Groundnut,Kharif,33.45,823.8,33.1,7.1,226.1,1.19,6.642
Gujarat,Ahmedabad,Sugarcane,Whole Year,66.98,488.9,19.1,7.64,161.1,10.22,12.216
Haryana,Karnal,Maize,Kharif,57.0,484.8,21.6,7.24,208.4,8.42,8.605
Bihar,Gaya,Barley,Rabi,30.47,1373.6,29.6,6.44,150.2,1.71,7.467
Karnataka,Mysuru,Maize,Kharif,199.91,496.3,23.5,6.83,202.3,2.22,8.152
Andhra Pradesh,Kurnool,Chickpea,Rabi,106.87,961.6,33.6,6.56,215.5,0.81,3.725
West Bengal,Burdwan,Mustard,Rabi,162.35,1513.1,29.1,7.11,133.5,3.79,5.822
Odisha,Sambalpur,Cotton,Kharif,597.88,1084.8,31.9,5.85,114.0,5.8,5.578
Tamil Nadu,Madurai,Groundnut,Kharif,150.88,1192.2,32.8,6.5,166.4,0.19,6.697
Punjab,Patiala,Maize,Kharif,334.06,603.2,19.3,7.56,147.0,6.96,7.429
Tamil Nadu,Thanjavur,Cotton,Kharif,78.53,678.9,28.7,6.81,143.3,2.51,4.574
Uttar Pradesh,Varanasi,Cotton,Kharif,53.99,951.9,23.9,6.98,161.5,0.96,5.809
Uttar Pradesh,Kanpur,Maize,Kharif,344.29,910.9,30.3,6.81,161.9,2.81,8.876
Uttar Pradesh,Agra,Cotton,Kharif,100.19,876.6,26.4,7.51,230.0,1.13,6.043
Tamil Nadu,Coimbatore,Chickpea,Rabi,18.98,1129.4,26.0,6.98,254.7,9.16,4.644
Tamil Nadu,Coimbatore,Cotton,Kharif,60.26,1170.1,31.8,5.79,110.5,3.09,5.377
Bihar,Patna,Soybean,Kharif,467.29,983.4,33.3,6.35,218.9,0.13,6.626
Madhya Pradesh,Bhopal,Wheat,Rabi,275.36,1106.0,30.0,7.7,182.0,0.23,9.12
Haryana,Karnal,Wheat,Rabi,316.24,585.1,29.6,7.07,169.1,1.37,7.565
Odisha,Puri,Barley,Rabi,161.24,1269.5,20.6,6.66,121.7,4.12,7.413
West Bengal,Nadia,Maize,Kharif,50.94,1746.8,28.9,5.59,106.0,6.06,9.471
Madhya Pradesh,Bhopal,Groundnut,Kharif,495.51,871.1,27.0,7.35,136.8,1.18,5.887
Rajasthan,Jodhpur,Groundnut,Kharif,726.01,457.2,29.3,9.0,55.7,7.68,3.254
Tamil Nadu,Coimbatore,Cotton,Kharif,128.38,1229.0,21.3,6.47,104.0,0.51,5.088
Rajasthan,Jaipur,Rice,Kharif,98.2,337.4,17.3,7.85,102.1,2.77,5.464
Jharkhand,Ranchi,Wheat,Rabi,108.18,1154.9,32.1,5.68,37.2,3.76,6.555
Punjab,Patiala,Cotton,Kharif,71.11,606.6,21.3,6.87,226.5,8.24,5.631
Rajasthan,Jodhpur,Cotton,Kharif,98.49,372.1,35.6,8.1,109.2,1.83,3.166
Punjab,Amritsar,Groundnut,Kharif,150.12,639.4,21.6,7.36,174.5,1.71,5.762
Madhya Pradesh,Jabalpur,Maize,Kharif,235.81,989.1,29.0,6.97,123.5,4.81,8.545
Gujarat,Ahmedabad,Mustard,Rabi,277.98,765.7,33.7,7.0,130.8,0.93,4.491
Assam,Kamrup,Sugarcane,Whole Year,58.18,1754.4,25.1,5.79,122.2,2.71,13.0
Maharashtra,Nashik,Barley,Rabi,8.61,881.4,34.2,6.81,104.4,1.88,5.139
Punjab,Amritsar,Wheat,Rabi,336.92,597.1,23.3,7.13,189.4,3.59,8.324
Madhya Pradesh,Indore,Mustard,Rabi,644.15,952.3,22.1,6.94,91.1,0.87,4.524
West Bengal,Nadia,Chickpea,Rabi,197.02,1477.9,25.3,6.06,169.2,8.07,4.713
Bihar,Patna,Wheat,Rabi,32.59,1428.9,40.5,6.79,90.3,1.92,7.764
Odisha,Puri,Groundnut,Kharif,693.24,1476.6,31.5,6.24,128.7,2.33,7.067
Odisha,Cuttack,Barley,Rabi,391.39,2180.8,27.0,5.05,95.7,0.82,6.518
Tamil Nadu,Coimbatore,Maize,Kharif,196.72,1196.4,33.0,6.04,223.1,5.22,11.302
Madhya Pradesh,Indore,Groundnut,Kharif,29.27,571.8,33.1,6.71,115.3,4.3,4.662
West Bengal,Burdwan,Sugarcane,Whole Year,323.1,1108.3,29.1,5.3,88.9,0.47,13.0
West Bengal,Burdwan,Barley,Rabi,364.85,1503.9,28.5,6.27,162.1,2.19,7.411
West Bengal,Murshidabad,Wheat,Rabi,10.28,1262.6,27.2,6.37,171.6,3.21,9.653
Jharkhand,Ranchi,Sugarcane,Whole Year,102.55,1199.0,19.1,6.58,112.1,0.83,13.0
Tamil Nadu,Coimbatore,Groundnut,Kharif,479.95,1352.3,34.9,7.3,145.0,0.4,7.142
Rajasthan,Bikaner,Wheat,Rabi,134.58,432.9,22.6,8.36,164.3,0.8,6.78
Punjab,Amritsar,Maize,Kharif,19.38,464.5,25.9,7.8,154.4,14.01,7.523
Haryana,Hisar,Maize,Kharif,782.48,640.7,29.3,7.1,180.3,0.74,8.408
Jharkhand,Ranchi,Groundnut,Kharif,376.36,1276.1,29.6,5.74,106.9,0.86,6.326
Assam,Kamrup,Rice,Kharif,18.32,2689.1,29.3,6.1,104.0,1.66,11.478
Uttar Pradesh,Kanpur,Soybean,Kharif,161.77,875.9,26.9,7.54,209.5,3.64,6.113
Haryana,Hisar,Wheat,Rabi,22.54,528.4,27.9,7.96,114.4,1.29,6.025
Punjab,Patiala,Groundnut,Kharif,554.75,644.0,22.7,6.86,191.2,2.56,5.745
Odisha,Puri,Chickpea,Rabi,42.0,1339.8,32.9,6.13,114.9,2.35,3.387
Assam,Jorhat,Rice,Kharif,614.54,2609.3,22.4,5.6,101.2,6.06,10.888
Tamil Nadu,Thanjavur,Sugarcane,Whole Year,166.71,1006.2,27.9,6.76,151.8,3.58,13.0
Maharashtra,Nashik,Mustard,Rabi,377.68,1286.8,30.5,6.7,176.7,1.28,5.544
Rajasthan,Jodhpur,Mustard,Rabi,183.31,431.6,29.5,6.55,135.8,0.47,3.722
Tamil Nadu,Coimbatore,Barley,Rabi,189.42,1103.2,29.3,7.07,211.1,2.87,8.207
Maharashtra,Nashik,Soybean,Kharif,205.25,1203.0,33.5,6.86,155.9,3.03,6.391
Assam,Nagaon,Barley,Rabi,305.55,2508.7,17.1,4.97,93.6,8.48,6.875
Maharashtra,Nashik,Soybean,Kharif,15.69,1267.0,26.0,7.95,142.7,11.88,6.377
Madhya Pradesh,Indore,Groundnut,Kharif,43.1,972.1,27.2,6.69,124.2,3.79,5.949
Andhra Pradesh,Krishna,Cotton,Kharif,31.56,861.7,32.1,6.16,180.7,0.4,5.456
Maharashtra,Pune,Groundnut,Kharif,94.76,967.7,33.7,7.38,170.3,5.81,6.459
Andhra Pradesh,Guntur,Sugarcane,Whole Year,512.53,888.5,22.5,6.01,97.8,6.33,13.0
Bihar,Muzaffarpur,Cotton,Kharif,27.05,1281.9,23.5,6.94,162.4,7.81,5.865
Jharkhand,Hazaribag,Chickpea,Rabi,54.05,1569.0,27.6,6.16,174.6,3.36,4.796
Punjab,Amritsar,Barley,Rabi,33.91,588.9,15.0,6.63,222.8,0.31,7.404
Gujarat,Rajkot,Maize,Kharif,95.45,608.6,32.4,7.43,156.9,0.1,7.704
Haryana,Karnal,Wheat,Rabi,50.44,602.1,21.9,7.57,156.2,0.17,7.217
Assam,Jorhat,Groundnut,Kharif,336.64,2015.8,25.5,6.45,123.9,1.78,7.008
Maharashtra,Nagpur,Cotton,Kharif,148.89,831.3,27.6,7.49,91.2,0.18,4.647
Andhra Pradesh,Kurnool,Maize,Kharif,581.72,798.4,29.7,6.66,139.4,0.11,8.044
Gujarat,Surat,Groundnut,Kharif,626.91,778.9,31.5,7.93,115.8,0.77,5.384
Rajasthan,Jodhpur,Mustard,Rabi,97.15,376.4,27.8,7.3,111.3,5.05,3.937
Gujarat,Surat,Soybean,Kharif,90.93,652.0,22.7,7.62,69.5,5.91,4.53
Madhya Pradesh,Jabalpur,Chickpea,Rabi,413.12,706.1,21.3,7.68,99.4,1.37,3.142
Jharkhand,Hazaribag,Mustard,Rabi,569.36,1093.6,30.4,7.57,147.6,0.32,5.452
Bihar,Gaya,Rice,Kharif,0.5,1593.0,28.1,6.23,165.2,5.87,12.236
Punjab,Patiala,Maize,Kharif,310.67,583.9,18.5,7.1,233.6,1.73,9.347
Rajasthan,Jaipur,Sugarcane,Whole Year,0.5,337.4,27.6,7.24,101.9,0.29,11.059
Uttar Pradesh,Kanpur,Soybean,Kharif,130.63,912.0,16.6,6.65,200.6,0.71,5.871
Assam,Nagaon,Barley,Rabi,66.34,2123.6,28.8,5.72,63.7,7.97,6.59
Tamil Nadu,Thanjavur,Chickpea,Rabi,26.48,973.3,30.4,6.8,171.6,0.86,3.492
Andhra Pradesh,Krishna,Sugarcane,Whole Year,297.38,813.4,30.7,6.38,126.5,2.07,13.0
Odisha,Cuttack,Chickpea,Rabi,330.63,1250.8,28.8,5.46,146.4,0.96,4.287
Karnataka,Dharwad,Barley,Rabi,74.51,756.2,35.0,6.02,46.7,7.35,4.264
Gujarat,Ahmedabad,Chickpea,Rabi,114.88,1035.1,25.5,7.48,122.0,1.85,3.643
Tamil Nadu,Thanjavur,Rice,Kharif,98.89,1056.3,28.5,6.76,105.6,0.31,8.892
Punjab,Patiala,Mustard,Rabi,65.03,601.1,23.7,7.64,170.8,0.1,5.092
Madhya Pradesh,Jabalpur,Cotton,Kharif,72.04,828.6,12.8,6.55,137.6,2.71,4.552
Madhya Pradesh,Jabalpur,Sugarcane,Whole Year,117.57,1279.6,24.0,6.45,98.4,0.43,13.0
Gujarat,Rajkot,Chickpea,Rabi,30.41,711.0,34.2,7.91,145.2,12.61,2.673
Jharkhand,Hazaribag,Groundnut,Kharif,42.98,939.5,18.6,6.91,83.4,2.4,5.07
Haryana,Rohtak,Soybean,Kharif,129.59,573.4,14.8,7.23,232.2,0.99,5.341
Uttar Pradesh,Varanasi,Maize,Kharif,42.08,919.6,25.1,7.91,243.0,6.74,10.666
Haryana,Karnal,Mustard,Rabi,540.89,597.5,26.8,7.08,174.1,9.76,4.894
Andhra Pradesh,Krishna,Chickpea,Rabi,152.03,869.3,24.4,6.83,90.6,10.57,3.506
Assam,Jorhat,Barley,Rabi,75.11,2490.7,23.5,4.52,90.1,0.14,6.246
Tamil Nadu,Madurai,Maize,Kharif,400.27,848.8,32.6,6.32,162.2,10.65,9.091
Bihar,Gaya,Sugarcane,Whole Year,25.55,1302.1,26.2,6.79,131.5,2.59,13.0
Jharkhand,Dhanbad,Soybean,Kharif,58.83,1220.0,17.7,4.88,97.0,7.88,5.778
Assam,Jorhat,Wheat,Rabi,162.86,2116.9,24.7,6.12,83.0,1.4,8.738
Gujarat,Ahmedabad,Groundnut,Kharif,14.72,463.4,24.3,7.41,179.0,2.91,5.197
Jharkhand,Hazaribag,Wheat,Rabi,64.18,1431.6,24.9,5.12,96.3,2.88,7.873
Andhra Pradesh,Krishna,Cotton,Kharif,278.92,709.3,25.8,5.9,136.2,1.21,4.678
Gujarat,Ahmedabad,Chickpea,Rabi,324.0,952.1,34.7,7.24,256.7,9.51,4.363
Tamil Nadu,Madurai,Barley,Rabi,161.15,971.5,27.0,6.56,151.9,1.05,6.658
Rajasthan,Jodhpur,Barley,Rabi,52.67,231.1,23.5,6.86,133.6,3.32,4.853
Maharashtra,Nagpur,Sugarcane,Whole Year,97.11,728.1,44.4,6.58,149.8,5.49,13.0
Gujarat,Rajkot,Maize,Kharif,378.1,803.5,25.4,7.49,184.8,4.59,9.363
Madhya Pradesh,Bhopal,Soybean,Kharif,288.37,987.8,30.4,7.0,145.3,5.98,6.164
Andhra Pradesh,Guntur,Sugarcane,Whole Year,22.32,907.9,27.3,6.44,153.6,1.8,13.0
West Bengal,Murshidabad,Sugarcane,Whole Year,216.34,1860.0,35.0,6.21,142.3,1.83,13.0
West Bengal,Burdwan,Soybean,Kharif,83.03,1421.8,28.9,6.25,173.8,2.1,7.322
Maharashtra,Nashik,Maize,Kharif,24.85,1079.5,29.4,6.34,52.2,8.83,7.607
West Bengal,Nadia,Cotton,Kharif,25.74,1956.3,28.1,6.1,92.1,1.28,5.605
Madhya Pradesh,Bhopal,Wheat,Rabi,19.95,657.9,33.1,7.42,100.9,0.69,6.7
Madhya Pradesh,Bhopal,Maize,Kharif,442.88,1156.4,12.0,7.41,53.9,2.82,6.618
Bihar,Muzaffarpur,Soybean,Kharif,134.76,1272.5,28.1,7.06,170.0,8.52,7.737
Maharashtra,Nashik,Sugarcane,Whole Year,222.28,715.7,33.9,6.02,144.9,5.09,13.0
Karnataka,Dharwad,Soybean,Kharif,252.62,992.2,22.3,7.68,130.6,4.38,5.581
Punjab,Amritsar,Cotton,Kharif,285.13,637.8,22.5,7.72,243.6,1.46,5.141
Uttar Pradesh,Kanpur,Wheat,Rabi,173.9,918.9,28.3,6.88,136.0,8.42,8.049
Odisha,Puri,Groundnut,Kharif,98.67,1497.1,29.6,5.58,87.0,14.4,6.401
West Bengal,Burdwan,Rice,Kharif,289.74,1520.2,29.3,5.31,108.1,1.4,10.92
Jharkhand,Dhanbad,Groundnut,Kharif,213.73,1065.9,34.4,5.36,117.8,0.1,5.568
Andhra Pradesh,Krishna,Soybean,Kharif,17.02,388.8,25.3,6.93,188.5,2.07,4.585
Tamil Nadu,Madurai,Wheat,Rabi,548.93,1193.9,27.6,5.35,221.3,4.24,10.259
Bihar,Muzaffarpur,Cotton,Kharif,159.74,1121.8,35.6,6.24,109.0,1.71,4.944
Andhra Pradesh,Krishna,Cotton,Kharif,173.46,611.2,26.9,5.95,113.6,6.64,4.583
West Bengal,Murshidabad,Rice,Kharif,20.86,1879.8,24.6,5.66,120.4,9.84,10.678
Punjab,Ludhiana,Maize,Kharif,258.61,676.9,28.4,6.99,227.7,3.35,9.624
Assam,Jorhat,Sugarcane,Whole Year,593.83,2463.3,17.2,6.35,106.4,5.44,13.0
Maharashtra,Nashik,Groundnut,Kharif,35.11,1070.5,29.8,6.71,159.2,0.33,6.642
Gujarat,Ahmedabad,Rice,Kharif,185.2,704.6,25.7,8.17,108.6,5.4,8.168
Bihar,Gaya,Rice,Kharif,379.74,1173.3,23.6,7.49,72.8,1.04,8.761
Odisha,Sambalpur,Mustard,Rabi,243.72,1893.1,26.0,6.58,77.8,1.66,5.849
Jharkhand,Hazaribag,Maize,Kharif,13.48,1219.1,34.3,6.24,108.5,0.37,8.876
Bihar,Patna,Cotton,Kharif,65.88,894.7,25.7,6.79,167.7,3.72,5.426
Assam,Kamrup,Barley,Rabi,212.76,1857.5,28.6,5.86,32.0,4.54,5.818
West Bengal,Murshidabad,Rice,Kharif,181.95,1784.2,29.4,6.79,79.5,1.89,10.884
Odisha,Cuttack,Groundnut,Kharif,55.21,1782.3,30.4,5.57,69.6,5.59,6.254
Punjab,Patiala,Groundnut,Kharif,59.22,634.6,23.1,7.03,222.8,1.31,5.913
Gujarat,Ahmedabad,Maize,Kharif,316.61,839.1,27.3,7.52,222.1,3.62,10.0
Bihar,Patna,Cotton,Kharif,24.55,920.3,24.7,6.74,158.2,13.89,5.259
Bihar,Patna,Cotton,Kharif,76.58,1235.0,35.5,6.82,182.8,0.1,6.029
Uttar Pradesh,Varanasi,Cotton,Kharif,83.05,1065.7,14.1,6.93,151.5,0.47,4.719
West Bengal,Burdwan,Soybean,Kharif,204.22,1863.6,29.7,6.8,160.0,1.97,7.482
Haryana,Hisar,Barley,Rabi,222.99,618.3,19.9,7.88,179.7,7.61,6.757
Karnataka,Raichur,Wheat,Rabi,155.69,576.4,29.5,7.27,116.8,0.95,6.41
Odisha,Sambalpur,Groundnut,Kharif,43.2,940.4,27.8,5.83,97.6,4.28,5.604
Odisha,Puri,Rice,Kharif,33.88,1427.0,34.0,5.71,89.3,4.43,10.25
Andhra Pradesh,Guntur,Barley,Rabi,224.6,774.5,29.5,6.74,103.7,6.52,5.426
Karnataka,Mysuru,Rice,Kharif,129.81,920.1,32.7,6.95,90.5,3.25,8.336
Karnataka,Raichur,Chickpea,Rabi,93.31,761.2,27.2,6.52,208.7,2.68,3.429
Tamil Nadu,Thanjavur,Groundnut,Kharif,145.18,1596.9,25.8,6.7,89.9,1.5,6.596
Uttar Pradesh,Varanasi,Rice,Kharif,198.11,867.8,31.7,7.01,134.3,3.18,8.808
Odisha,Sambalpur,Barley,Rabi,15.72,1282.4,33.5,6.82,66.8,1.22,5.663
Assam,Nagaon,Maize,Kharif,24.92,1406.8,28.9,5.14,89.4,1.25,8.351
Karnataka,Dharwad,Wheat,Rabi,146.55,1079.4,29.4,7.02,79.8,2.02,7.119
Gujarat,Rajkot,Soybean,Kharif,143.97,620.9,30.5,8.04,119.7,1.32,4.293
Karnataka,Mysuru,Soybean,Kharif,286.51,714.7,24.2,6.67,142.1,5.72,5.882
Bihar,Gaya,Mustard,Rabi,218.98,874.9,33.4,6.55,169.8,0.1,5.074
Bihar,Patna,Chickpea,Rabi,119.99,775.8,32.6,5.34,113.1,1.31,2.564
Assam,Kamrup,Mustard,Rabi,194.03,2252.0,24.9,5.85,75.0,6.9,4.888
Uttar Pradesh,Agra,Maize,Kharif,103.53,868.2,31.8,6.73,242.0,2.05,10.716
Maharashtra,Pune,Rice,Kharif,716.01,830.1,26.3,6.14,198.6,2.27,9.78
Karnataka,Raichur,Mustard,Rabi,27.85,736.6,26.0,6.04,132.6,3.03,4.437
Gujarat,Ahmedabad,Wheat,Rabi,252.65,655.4,26.1,7.01,209.6,2.53,8.438
Odisha,Cuttack,Rice,Kharif,234.49,1295.0,28.9,6.1,135.5,6.07,11.224
Uttar Pradesh,Kanpur,Soybean,Kharif,380.27,948.7,31.5,6.88,151.0,2.07,5.471
Jharkhand,Dhanbad,Groundnut,Kharif,44.95,648.1,13.4,6.67,120.8,11.43,4.931
Gujarat,Ahmedabad,Wheat,Rabi,675.92,554.3,22.3,7.74,180.2,0.75,8.432
Uttar Pradesh,Varanasi,Groundnut,Kharif,60.92,989.0,23.0,7.25,191.6,4.39,7.143
Tamil Nadu,Coimbatore,Sugarcane,Whole Year,207.93,865.8,32.7,6.76,131.7,2.53,13.0
Gujarat,Rajkot,Maize,Kharif,67.08,882.6,27.3,7.89,147.3,4.79,8.761
Jharkhand,Hazaribag,Barley,Rabi,369.38,1228.8,27.6,6.12,114.4,0.75,6.73
West Bengal,Nadia,Sugarcane,Whole Year,468.7,1602.2,24.4,6.93,165.7,5.08,13.0
Punjab,Patiala,Rice,Kharif,63.11,551.4,35.2,7.23,215.6,6.83,8.658
West Bengal,Murshidabad,Mustard,Rabi,107.37,1186.3,37.6,7.56,80.4,1.01,4.348
Rajasthan,Jodhpur,Sugarcane,Whole Year,1.98,412.5,29.2,7.47,98.7,0.47,11.43
Maharashtra,Nashik,Barley,Rabi,54.21,1218.7,27.9,6.79,100.7,0.13,5.993
Karnataka,Raichur,Chickpea,Rabi,167.7,900.6,26.8,7.38,121.7,0.47,3.236
Haryana,Hisar,Maize,Kharif,1.82,452.3,28.4,7.73,147.0,0.34,6.677
Uttar Pradesh,Varanasi,Rice,Kharif,341.66,911.6,32.3,6.7,91.8,2.17,8.481
Odisha,Sambalpur,Rice,Kharif,33.36,1491.3,31.0,5.09,98.7,1.46,10.107
Karnataka,Raichur,Groundnut,Kharif,374.88,1006.1,32.4,5.96,127.2,4.29,6.2
Gujarat,Surat,Maize,Kharif,747.39,702.9,25.2,6.55,148.7,4.8,8.201
Andhra Pradesh,Kurnool,Maize,Kharif,172.42,1014.7,31.8,6.93,159.6,0.1,8.756
Uttar Pradesh,Varanasi,Chickpea,Rabi,96.16,913.9,22.1,7.52,182.8,1.8,3.777
Bihar,Muzaffarpur,Cotton,Kharif,77.35,1346.9,18.3,6.47,165.2,5.98,6.329
Rajasthan,Bikaner,Wheat,Rabi,123.82,205.2,28.1,8.62,20.0,1.12,3.828
Andhra Pradesh,Kurnool,Rice,Kharif,75.13,742.9,28.5,6.66,92.8,0.59,7.559
Maharashtra,Nagpur,Soybean,Kharif,0.73,895.3,22.6,6.12,179.4,1.77,5.935
Uttar Pradesh,Agra,Cotton,Kharif,169.5,820.0,31.9,6.59,188.7,5.07,5.534
Uttar Pradesh,Kanpur,Barley,Rabi,118.03,958.3,30.8,5.93,178.9,3.48,7.317
Karnataka,Raichur,Chickpea,Rabi,191.76,899.5,20.2,6.72,189.8,3.0,4.455
Bihar,Gaya,Barley,Rabi,219.95,993.3,32.4,6.44,119.7,4.56,6.259
Haryana,Hisar,Cotton,Kharif,150.38,442.0,31.9,7.22,214.3,5.36,5.101
Maharashtra,Nagpur,Rice,Kharif,122.12,1211.1,27.9,6.45,169.7,7.71,11.114
Madhya Pradesh,Indore,Chickpea,Rabi,158.85,802.9,25.9,6.6,108.5,0.78,3.321
Punjab,Patiala,Mustard,Rabi,62.65,688.0,20.7,7.31,196.2,2.04,5.496
Madhya Pradesh,Jabalpur,Rice,Kharif,123.03,1019.1,35.7,5.77,128.4,0.98,9.14
Haryana,Karnal,Soybean,Kharif,101.02,563.4,24.6,7.99,220.9,2.9,5.893
Uttar Pradesh,Varanasi,Barley,Rabi,467.1,890.0,26.1,6.46,153.2,4.53,7.011
Haryana,Rohtak,Wheat,Rabi,152.75,678.4,24.4,8.03,187.9,4.23,8.47
Gujarat,Ahmedabad,Cotton,Kharif,499.35,933.1,25.4,7.14,169.4,0.57,5.086
Jharkhand,Dhanbad,Rice,Kharif,40.84,1409.0,37.1,5.67,119.1,5.55,10.534
Jharkhand,Dhanbad,Cotton,Kharif,659.06,1041.3,26.1,5.65,60.8,1.92,4.184
Bihar,Gaya,Barley,Rabi,204.61,1206.6,20.1,7.57,153.1,1.4,7.658
Andhra Pradesh,Guntur,Maize,Kharif,335.17,919.7,28.6,6.76,203.9,3.62,10.167
Haryana,Karnal,Maize,Kharif,52.44,552.8,26.9,7.33,189.4,2.43,8.781
Karnataka,Raichur,Chickpea,Rabi,189.53,1035.7,28.6,6.97,138.2,2.86,3.772
West Bengal,Nadia,Barley,Rabi,120.83,1444.8,33.7,5.33,137.3,1.53,6.725
Uttar Pradesh,Varanasi,Mustard,Rabi,91.47,915.3,20.6,7.68,164.4,1.89,5.239
West Bengal,Nadia,Soybean,Kharif,195.09,1470.0,27.3,6.13,156.6,2.82,7.698
Haryana,Hisar,Maize,Kharif,37.04,436.8,23.9,7.65,223.0,0.26,8.364
Rajasthan,Jodhpur,Chickpea,Rabi,448.98,271.0,28.9,7.17,93.7,6.53,2.544
Tamil Nadu,Coimbatore,Barley,Rabi,184.19,978.4,27.1,5.93,67.8,0.4,5.456
Andhra Pradesh,Guntur,Maize,Kharif,52.15,802.1,30.9,6.3,155.7,3.64,8.531
Assam,Nagaon,Chickpea,Rabi,701.49,1572.1,25.1,4.89,108.3,0.97,3.906
Maharashtra,Pune,Rice,Kharif,365.2,967.7,40.7,6.5,126.7,5.02,8.839
